x,y,class,cluster,KL
3.020577435806188,1.2150777717996286,1,1,-1.0
0.08469146470341271,-0.26671688976404806,1,1,-1.0
0.7991624682071405,-2.2362733277490463,1,1,-1.0
2.0929274634845587,-1.8078913738510192,1,1,-1.0
-1.1566621854100698,-0.9414905535670113,0,1,-1.0
-0.874978819664251,-0.7410716022739963,1,1,-1.0
-0.7006344029118793,-0.9693954248248061,0,1,-1.0
0.9442244109697787,-0.5143109784087202,0,1,-1.0
2.441273558989473,-1.3773506759582022,1,1,-1.0
0.11839239579172445,-0.19556362782762904,1,1,-1.0
1.454527954588949,-1.3827764109392262,1,1,-1.0
-0.4227576254107379,-1.5080535445464336,1,1,-1.0
0.06305360440026021,-0.7474720094627585,0,1,-1.0
0.2869884335941027,-0.1398412560549414,0,1,-1.0
1.754971577702287,0.04318493993543737,1,1,-1.0
0.2505312223372068,-0.22238611023074462,0,1,-1.0
1.8471044351090522,-0.041306879610436,1,1,-1.0
-0.7437049308247592,-0.6924476395664694,0,1,-1.0
0.2101351506009675,-0.38622317080398355,0,1,-1.0
0.08411031954671055,-1.369854782652573,1,1,-1.0
-0.4075534751144524,-0.044836297757549104,0,1,-1.0
1.0621490947820782,-0.8919021252260385,0,1,-1.0
0.5657202330033504,-1.372900407278777,1,1,-1.0
1.5146866160551768,-1.723009088572488,1,1,-1.0
0.13094042097590197,-1.624757529604814,1,1,-1.0
1.3298861292890118,-0.41260988007059485,1,1,-1.0
0.9025920892113792,-2.193751639013115,1,1,-1.0
-0.6912104144828387,0.10440197218349391,0,1,-1.0
0.1833567273843424,-0.679549763173247,1,1,-1.0
-0.49990522415141725,0.4422617514069836,0,1,-1.0
0.19059323895895955,0.06363215322543485,0,1,-1.0
1.5506101634776015,-2.643259451073545,1,1,-1.0
1.0392686911381603,-0.8725077370014993,1,1,-1.0
2.123248324336901,-1.6119823893117629,1,1,-1.0
1.2899084110785024,-0.8612594494672761,1,1,-1.0
1.0732860749280497,0.8934262665187851,1,1,-1.0
-0.12356205622212202,-1.2570004555382277,1,1,-1.0
-0.28054266071270817,0.05092145780273747,0,1,-1.0
1.0137382859974877,-0.522892533888652,0,1,-1.0
0.8077247820629243,-1.1025594785127892,1,1,-1.0
1.331924937704206,-0.5724013497048506,1,1,-1.0
0.4964329413825269,0.17420389200250178,0,1,-1.0
1.3432365874559924,-0.46941378989646104,0,1,-1.0
0.8369860481420165,-0.6693260585072958,1,1,-1.0
0.2179687487038016,1.7748909189203592,0,1,-1.0
0.619078352754949,-0.577990370803996,1,1,-1.0
0.25427211702775543,-0.5378579312109173,0,1,-1.0
-0.39338433565782616,-1.53786738624223,1,1,-1.0
0.14419769268508348,-0.33393111271927034,0,1,-1.0
-0.9512237418879471,-0.9815798908912797,0,1,-1.0
-1.3854971042458162,0.520466700837393,0,1,-1.0
0.372963595877675,-0.539579501430042,1,1,-1.0
2.193251183461503,-1.1520623276507675,1,1,-1.0
0.4436470802319072,-0.07131007740386507,0,1,-1.0
-0.7995257280813928,0.2629950485642184,0,1,-1.0
0.9624027883767893,-1.3989250952679546,1,1,-1.0
0.4067701811168307,-1.284268733096321,1,1,-1.0
-0.044211439283275804,0.14061160465798145,0,1,-1.0
1.3850706081000936,0.6904915958616844,1,1,-1.0
-0.6812781587115623,-0.08521734867072743,0,1,-1.0
0.18215499024614265,-0.14323828681673728,0,1,-1.0
-0.7990957228183946,-0.3462783919053722,0,1,-1.0
2.07692968671953,1.10154372448888,1,1,-1.0
-0.8221866289579856,0.43190865135168804,0,1,-1.0
-1.3504285107708531,0.10863037845320356,0,1,-1.0
0.5531426736386399,-0.4543907865934371,1,1,-1.0
-0.9792009497135659,-0.05755542389053036,0,1,-1.0
1.7205952294303524,-0.30086306606768576,0,1,-1.0
-0.4573139104236268,-2.019184716880876,1,1,-1.0
-1.0517854363106531,-1.2423815978008654,1,1,-1.0
-0.33638940613380774,1.0656711642093513,0,1,-1.0
0.5834282999151086,-0.4386632460864661,1,1,-1.0
-0.7114559619974414,0.31777232007666734,1,1,-1.0
1.846695185276863,0.16489440440530267,0,1,-1.0
2.3028934525499403,-0.5377142342312982,0,1,-1.0
-0.19651813094047677,-0.7674938206466695,0,1,-1.0
2.5561980293068753,-0.5991664223622787,1,1,-1.0
1.0688807167089482,-1.4659235922803246,1,1,-1.0
-0.25871859136638503,0.4220991483582999,0,1,-1.0
0.7692466335394409,0.6086431260896425,0,1,-1.0
1.5919635740433962,-0.5556456205142329,1,1,-1.0
0.5810553220297057,-1.5237164232916385,1,1,-1.0
-0.8540142598621112,-0.5662703465114006,0,1,-1.0
-1.3084846796447944,0.8102434864675102,0,1,-1.0
-0.07549362964682049,0.44755681535176783,0,1,-1.0
0.5098022305519578,0.5022111539982913,0,1,-1.0
-0.1757270751376261,-1.239306441745296,1,1,-1.0
0.9067396939066437,-0.5958047740826797,1,1,-1.0
-0.8383905047466687,-0.020715599941951726,0,1,-1.0
0.26491379471186943,-0.06904093505359533,0,1,-1.0
0.46705682455254527,-0.943258629849689,1,1,-1.0
2.4392877529101504,-1.0250973553388605,1,1,-1.0
-1.3702220444792528,-0.96878942980306,0,1,-1.0
0.3308751402325045,0.9146863831586766,0,1,-1.0
2.21499878684235,-0.6435019309538765,1,1,-1.0
0.9538485359546621,-0.6490188098414309,0,1,-1.0
-0.7653502352244275,0.5027094367639129,0,1,-1.0
-0.08521530226864864,0.6852735983759116,0,1,-1.0
1.014979501705376,-1.0950551097200945,1,1,-1.0
0.131823215558367,1.4372983842581057,0,1,-1.0
0.12108359147332814,-2.5571269087476143,1,1,0.6942677052632025
1.3084922730476811,-0.03843306532019734,0,1,-0.2998949235403767
0.4620993199410435,-1.224337889693862,1,1,-0.6097643154170789
1.4449945136377977,-1.5969897554222392,1,1,-0.02950968406605181
1.1167571613857716,-1.0726185567793345,1,1,-0.5702922363335343
-0.3975844384241732,0.9306261504762259,0,1,0.11618040364606763
0.6579515348242024,-0.0323950361169772,0,1,-0.6723710863685399
-0.24849942125996222,0.00241484208361,0,1,-0.6315019293723454
0.10933553844529831,-1.9134579068635675,1,1,0.08001384882838991
0.09346848661535653,0.03143468275896337,0,1,-0.7784289955352874
0.5573831868509267,-1.552903582405301,1,1,-0.35996416308131796
1.038309518885879,-1.626391243027276,1,1,-0.1541836298160666
-0.09021506996348207,0.8661652904223192,0,1,0.016235959775274367
0.0027530833345469265,-0.1348775455821894,0,1,-0.8052867148238465
1.7515445414860595,-1.346884738126033,1,1,0.08999895672368297
-0.2058313616021236,0.4107099972800059,0,1,-0.4451017211206114
0.22621445190133646,-0.7489589136950474,0,1,-0.8279984594356637
0.41982027645931025,0.20380424409986334,0,1,-0.604410230396109
-0.6101239735234614,0.8291320461280389,0,1,0.135705861036028
-0.5450185993028327,-0.29762602717935155,0,1,-0.4324435422202546
0.2424633870092544,-0.8993921699844435,1,1,-0.7096284820137777
0.4646868114676368,-1.3262311726866665,1,1,-0.5318793673049926
0.3686708148957548,-1.159459841985924,1,1,-0.6379818176051675
-0.3646044432645694,-0.6753396666272949,0,1,-0.5324456126946959
-0.4861185623930653,-1.6387215989156285,0,1,0.0611541877187074
-1.3517300758864148,-1.628158848878378,0,1,0.6483728961104678
-0.03331731918754878,-1.783802317228869,0,1,-0.06035865009860597
-0.29967889594980013,-0.1255767316697853,0,1,-0.717846086820189
0.8636270088534688,0.32258722481450885,0,1,-0.31573433684358587
1.0303024083005063,-0.3268076355742874,0,1,-0.6224336089226732
1.987764036004945,-2.3373253330235597,1,1,0.7932633934740396
0.20647594671709968,-1.8735919815433868,1,1,-0.12385823719462064
-1.4230095488726031,-0.5098333637493269,0,1,0.23632643639537054
0.231071009807099,0.5832066018183056,0,1,-0.37353480327255273
-0.3225153922101294,-0.44513953030930575,0,1,-0.7567957344419041
1.231509513117981,-1.619623399213245,1,1,-0.2108515651602927
2.1738076230026,-0.8724381191759062,1,1,0.17928417648263917
2.576172691308659,-1.5551970886990325,1,1,0.649198538471305
-0.0766200048567847,0.7619212788319631,0,1,-0.3192904830719625
1.738590584763317,-0.9058613286721546,1,1,-0.22385318241707441
-0.9188981128933154,0.1535019064816906,0,1,-0.2701780424922502
0.1767915270002559,-0.7794315748107116,1,1,-0.9921439174919433
2.0696189290020532,-2.686883796841987,1,1,0.8796923826323289
0.6829275792411107,-0.29852390453984157,0,1,-0.9177636171972354
1.5566592418761627,0.014692060918153116,1,1,-0.2278068059065772
-0.27528913085020507,-0.38631753703541016,0,1,-0.8677248567542186
1.2233943932288591,-0.8678935692236236,1,1,-0.7054464341516793
0.799339762093085,0.523775359168603,1,1,-0.36283797885742075
0.6549647517866791,-0.5424150748127436,1,1,-1.0133019798542033
0.41268986475934416,0.2731044571235668,0,1,-0.6991520593035236
0.6017342248766814,-1.580903379891331,1,1,-0.46891839134589297
0.22667663492819434,-1.1020312597619506,1,1,-0.765117256817085
-0.37750233698374935,0.5367109901664362,0,1,-0.35504016124881677
0.6791426730203058,-0.6611182052893698,0,1,-0.9710447122533346
-0.7348490140472482,0.76810893988053,0,1,0.01922135390005497
-0.10618032390686281,-0.8321271717505071,0,1,-0.7951442510351336
-0.07338694923894651,-0.5685067036556412,1,1,-0.8939071155964049
-0.767669818828782,0.4161005485162148,0,1,-0.2782816543344868
0.9023976828257818,0.37660808332348844,0,1,-0.41743936478385013
0.6115682523329193,1.6239338380292734,0,1,0.5874105914338061
-0.10003389925547146,-1.875399727814983,1,1,-0.05735979508381117
-0.06730093465508546,-1.2161645778524806,1,1,-0.6235809897749967
-0.2553103437960355,0.5104013966888873,0,1,-0.49939220968087206
-0.2552958531148986,0.33949258060129234,0,1,-0.6134876197570804
-1.3996053707662945,-0.7137198522628396,0,1,0.20455932648132613
-1.4702894214072133,0.41024984644961404,0,1,0.3682409489514509
1.476517982151916,-0.9454278697225121,1,1,-0.3572158840397748
0.9707391593193828,-1.456002544113425,1,1,-0.4332968806126951
0.17563144299587619,1.7671585866148507,0,1,0.6153429943283228
1.4203742874537595,-0.20953256702654366,1,1,-0.3632373833266529
2.345451336804766,-2.5402090767852274,1,1,1.0458994786868105
2.6579577859298715,-1.3124165273379966,1,1,0.703745768431081
1.1716290353589411,-1.5522783333542565,1,1,-0.2698102533064226
0.3014771652746478,0.3838384194157866,0,1,-0.5867006760539653
1.1320892347546163,-0.6781196895174888,0,1,-0.6838615651113766
