0,1,2,3,class
0.684429555442607,0.5080413871910252,0.5468649834014883,0.17490558159281255,1
0.32350227993601344,0.4971130445497185,0.6851084421582372,0.9526131989173665,1
0.8826819629410059,0.06289549431258257,0.3726446838852656,0.31711810943501073,0
0.2606659805128353,0.8202104859955072,0.8375537187052122,0.7994036476691619,1
0.0372627018860312,0.47966092204597677,0.937475694630523,0.03341779475268025,1
0.08029957531108911,0.41376361506054227,0.1622363403391358,0.9468591938198897,0
0.17018512700976118,0.9227140258944648,0.072252882504661,0.03549951760047909,0
0.7155025798099446,0.3232413958797753,0.2033766833128997,0.2054353613197819,0
0.9897047096282607,0.7718388048453031,0.2833078632867112,0.3600741618864981,1
0.8108509588574833,0.4666488127369066,0.7267977531419855,0.36620288475167506,1
0.8480197536271763,0.8810441816937304,0.8741674110842527,0.724518622056213,1
0.5720552946693717,0.029701764636019812,0.571081107740895,0.6736384152453804,0
0.09966819378353697,0.21798490559606243,0.30008794282924456,0.7518515754308437,0
0.2129022213449202,0.33720097874188926,0.7153558517769971,0.6720253028575021,1
0.2972571011793371,0.6493007308869465,0.10828956565064884,0.875056329946533,0
0.36704770109520346,0.7932547495200063,0.7867186416174834,0.768591823700225,1
0.13847218953576745,0.39081880027901583,0.430112896849868,0.3984903946964027,0
0.5762868462714662,0.8201488713433935,0.6342851738679219,0.075187718499518,1
0.3535255308040678,0.7049263500728413,0.7597270127858646,0.8126312020563451,1
0.585964547368403,0.4449543129477793,0.8942176584447122,0.7320799589728401,1
0.27449087059169663,0.47902434231497937,0.3184800891358446,0.6302737983562173,0
0.40217438022485463,0.5440853449938594,0.05014462216536009,0.24652647874629696,0
0.6351569789901628,0.06818781208824842,0.5072131101573342,0.27496871247646004,0
0.1422841813706216,0.2544539530833957,0.08837636248885727,0.9841471861527505,0
0.0736600486752681,0.7728723404108598,0.29677408926824633,0.2395712371319173,0
0.3783769291496052,0.770047776356585,0.648595867333994,0.8334911622298055,1
0.4785484474884797,0.6752885660907052,0.8840061268453602,0.7571578401236163,1
0.778177888448001,0.894639356154994,0.6995793140335743,0.8589137911531204,1
0.7254212621803504,0.7537485210892775,0.8518234258044826,0.1888053100398559,1
0.8009226045010556,0.006349038330148438,0.37967097806327244,0.0824708537517761,0
0.9306410459988064,0.26160859472022346,0.016518501852405554,0.2408153971212199,0
0.038403701780022725,0.08009279838902272,0.6114940910610763,0.016935293847139765,0
0.9794778791180584,0.5779176724792581,0.26801116090771304,0.38902386338968187,0
0.13425407035409798,0.9271282376433441,0.8704408659327768,0.9074423660243189,1
0.5909559924161826,0.13232772748652832,0.1533925248949941,0.7487862786669316,0
0.28762067171416206,0.38462609128344494,0.4444148661003988,0.967071401692914,0
0.40256134486657513,0.6944582741861196,8.390941166325216e-05,0.4260305775239721,0
0.09679434234189299,0.159187175031556,0.15183995304318865,0.7890595326399749,0
0.02696678865154356,0.5347537208177935,0.015068837727079898,0.939707684970111,0
0.1012925593175088,0.6740690620192867,0.4752471429434396,0.4065315127409874,1
0.38684062127466046,0.18340203191146642,0.4614226130450674,0.9594848510601564,0
0.756769153263494,0.5165107641886876,0.0055796406629919915,0.47379377672696565,0
0.8220768268314836,0.4487247825158823,0.9844111395361211,0.966751453797181,1
0.29450144576788506,0.6013320708595764,0.41986455605684136,0.28549292876194854,0
0.6277939169988701,0.8586747353404609,0.8431925682715651,0.2424179008813817,1
0.4589088991179464,0.9651415340273168,0.820730845758144,0.6743941066341738,1
0.8627682723432366,0.43708109277645957,0.15754849036742613,0.9451194126589233,0
0.5947830911889764,0.4660544317626023,0.9027420138604,0.18673531156651468,1
0.6572368605739626,0.5546004085695988,0.9325412470394833,0.3589179760241763,1
0.3129758213378262,0.9216122649232146,0.7675526493254602,0.7805615227759574,1
0.8010081725962704,0.41455755722197773,0.18793193941245123,0.3808901129897281,0
0.5917665010593668,0.9103929390659299,0.5429036073714515,0.45388079422145244,0
0.8357058646217737,0.40670735530640945,0.27515047770340084,0.8168963150977675,0
0.02569254249360997,0.753043976253461,0.0787793230312005,0.48222102308411474,1
0.002071955779011092,0.5218210863343936,0.44883246571752844,0.7936516857015042,0
0.27071506011984015,0.18921195883572095,0.28100168620114496,0.6646629986400475,0
0.1028086830836803,0.5736322682348719,0.24651787849493179,0.31292674109319085,0
0.7951915298916978,0.33503504830680675,0.2150248347067416,0.5708746599416804,0
0.6045046311931523,0.466183900468221,0.9665577947563884,0.7792553740726229,1
0.04815649358003904,0.17409754816132095,0.9293004011904196,0.14248417153498738,0
0.30759258431692715,0.11189974955546522,0.34656106228904093,0.6146246059446804,0
0.06141102263838749,0.43995537786234296,0.9531839416245701,0.8066424732140444,1
0.6390812199006245,0.9607077324436349,0.37048137285339644,0.7370682331270008,1
0.24696811441900557,0.027050649632093804,0.2752013948470273,0.37599699399744746,0
0.7138160986945415,0.5216879276897674,0.5648955742728236,0.6188542917681208,1
0.10477372747410829,0.19158960804304237,0.21163407707840964,0.2561067119267242,0
0.1794612178020245,0.017748847512442212,0.013474478860357464,0.5291017987227541,0
0.8632982931725734,0.308820735379401,0.7158417163467802,0.730237760950525,1
0.5405914584373969,0.6345107139721385,0.7999248497294048,0.5826639962494905,1
0.902833877761678,0.1066598650700461,0.03332415664114252,0.04175481903154732,0
0.5709901778222884,0.3485227917321334,0.8218809302944992,0.6890968008008544,0
0.30899748392192095,0.1731528823189028,0.026959493875403417,0.38848024196391573,0
0.06423786279269861,0.9100882658329181,0.2892845316104389,0.09342672272235075,1
0.8818310099294435,0.21794606120083737,0.9929381467968472,0.53602263947531,1
0.38835179919196483,0.893276585505934,0.8018680747817805,0.9468492205844149,1
0.44504954657277473,0.6279888773702296,0.7458134583081147,0.9545627348534994,1
0.9412793440768268,0.005378960223264784,0.8671844919908794,0.6399893352407593,0
0.7865296463461223,0.4775500162338493,0.6776648842654012,0.9304207987559491,1
0.22809237930734338,0.43314092937748316,0.057990042221509275,0.3656277068062339,0
0.10993563539112938,0.02609085362968233,0.09404056109632142,0.9909684308888362,0
0.03155203154760067,0.8294054018328726,0.16970350257947875,0.22151107638892265,0
0.42467085667731375,0.3738791354378237,0.5415229729955304,0.6800206832942891,0
0.06045005724101771,0.6294081538045555,0.7941531592026686,0.6017904689975206,1
0.9715179140702601,0.43146208320490176,0.31143063676765304,0.05168871090156535,0
0.7467232685601817,0.2929940155951567,0.9800382880616741,0.22177194934011324,0
0.6471376042361664,0.5487305274411678,0.9098282228828524,0.5409595007957644,1
0.874139875030025,0.05836972196650836,0.8954480419121003,0.14940408827645912,0
0.08650031104574407,0.7604068248311432,0.7128494100012572,0.048773458460119046,1
0.25829609657874086,0.4838932933672281,0.7096582161265075,0.7073056516707236,1
0.7710343511812265,0.8901847237387244,0.4392728654777053,0.08103799678673884,1
0.34696098017099586,0.0718601535208474,0.8190858243784688,0.7283443935093804,0
0.4723072358049567,0.11890850408295761,0.014734950747724018,0.6339216970719975,0
0.2134226540236528,0.42788945921722554,0.05069447823753759,0.4326150713968967,0
0.12139957368661358,0.05160934938290562,0.9843180151443441,0.977021625776138,1
0.8265011912867549,0.7397205313649774,0.3435353618933874,0.3114152009934571,1
0.22689624010070264,0.4825899873690155,0.47718113276310803,0.8317665101887414,0
0.02487410520599731,0.6243345602564115,0.14856983399501644,0.6594717233385876,0
0.5552273809111863,0.3328686402059353,0.741636228597599,0.5433985052057952,1
0.9140546924776192,0.29925159008798974,0.7854550178322135,0.8356603183859519,1
0.3145696139814126,0.7199769939884636,0.5681745126161615,0.8026285837735484,1
0.9905279412654928,0.9547211084554511,0.7479776506404536,0.49654581644522633,1
0.49498741349047914,0.6514464532463823,0.043785689179334564,0.14867609620665512,0
0.7488115270211101,0.6865119240601867,0.9320887269320647,0.23360313223341456,1
0.7679957623751242,0.7991922894179353,0.6373621829782293,0.30129784083142985,1
0.7312694799223693,0.6991244155885098,0.33529223512815587,0.8644524020280846,1
0.2728236616641303,0.8552998968049487,0.49059279093727115,0.3194442933103697,1
0.4565699914856223,0.48001750018615663,0.7278425635241319,0.5560461919019936,1
0.04282739152630055,0.1986226149354139,0.7939573817846457,0.3820178016588802,0
0.9488300881850243,0.3337756018845591,0.30429137013566265,0.08850050535246101,0
0.4012591290857478,0.511938172992199,0.7930536768885824,0.7797421572172457,1
0.12278644520587378,0.9140154387607422,0.07988370611368178,0.5350254159123496,0
0.3496831099443365,0.8005718345338426,0.4697784822018546,0.5494466922643756,0
0.966042324925374,0.017285669608842036,0.27975234578938335,0.6099112597411133,0
0.08003725297764464,0.916273852208617,0.7691250703364025,0.09166775385705517,1
0.05158568619275028,0.3213596845834682,0.12025248615640327,0.37666342565522937,0
0.8901905255264846,0.047187958966101395,0.7421277843004382,0.3583338997027393,0
0.05732285060270592,0.25305850069348435,0.656821171072296,0.4138035797419054,0
0.5582670800228199,0.4554242664021625,0.9060133808448678,0.7655825120539385,1
