0,1,2,class
6.883823503527411,2.8817879931824186,2.36213203881372,True
9.568989891026636,2.679572405850669,9.96539086212139,True
4.0443397340559395,2.404195412344122,0.20490925060144494,False
7.433909589957942,3.5830774994515813,4.29672398968532,True
3.275703477203419,5.409999027790557,5.180025582904133,False
0.9077732092515711,8.156385215473346,9.030626287194123,True
3.7360443440197777,9.012564361624925,5.849710515981883,True
1.4784618998430599,3.2838740302139966,9.768137208859715,False
3.943276413601465,4.274935624299716,4.221699223625249,False
1.409837126111252,5.832083797926076,5.7561955522533275,False
6.69823768912374,9.332184854271981,5.566782687105729,True
6.518128569109943,5.162940181516369,2.2939691431911937,True
6.548353734506795,0.22459622606395224,4.489409834401589,False
3.0566724702355996,3.769330639650045,2.2877171872826496,False
4.247342973671971,0.21102588587869842,5.123195402862146,False
3.595824973779332,2.5766420189360026,8.262922119850296,False
2.117090734421654,2.325133664368171,5.4205993237527395,False
3.150840228081467,2.631164625747926,0.6577914231724125,False
4.007182575779471,3.1324485083912434,8.493031764559232,False
6.778056504258181,6.960579800025075,4.807426350671436,True
7.6477835270345125,2.7669953740402664,4.786385223096597,True
9.084051560570009,8.488727084171456,3.6951506280056234,True
7.776548782823864,6.6600849273933544,1.4961959558647209,True
8.775265182262462,0.8753411163530322,0.1814769655660997,True
1.0165144449270946,1.7184062056413374,1.55280213419129,False
2.8323084648491124,0.3811377080071643,3.905681114755236,False
6.833544911604468,7.78759347760335,1.0263966430782712,True
0.6928108719835591,1.581678091387969,0.8165258923223084,False
0.03636384515656177,5.477425998890658,7.192974287718918,False
0.17190944976261724,8.235162527817243,0.9595975404463275,False
3.563004671530029,8.51650856312527,6.907579076765737,True
4.841965761733471,1.6310496177493183,3.8522222618282886,False
3.9201095770767704,4.864754718190095,3.2354550931988,False
5.078263895103442,8.350015931994134,1.3585709618108643,True
1.1938371565298078,8.913841666142737,1.556791763058466,True
2.4247287615324953,0.8906532835019165,9.20511357613143,False
1.2180264127207419,7.979160513102615,2.43514884948004,True
5.367142286557146,0.8371362657159653,4.7088757334184415,False
0.4543991302142292,8.966800614037995,2.7316239033989986,True
9.188413615708619,6.1126884122417104,9.888514610614683,True
3.8869813273493325,2.5607190727219264,9.355277542445057,False
2.37162033426089,7.531959430122344,5.4206741636330324,True
0.9649032052272466,1.9971066413653182,6.026380702985497,False
7.268559886686511,1.5406706680831195,2.564155360089617,False
0.5050218673461615,0.9545132104320908,6.675076070637502,False
7.8787027806546215,7.509183822432208,1.098112795683438,True
4.311442245324853,5.606365958937466,8.099699053590214,True
8.221778687019,9.921525819699493,4.278703484589058,True
3.7260872357034214,8.069351446427806,6.7583360847571825,True
8.563190834859537,8.132702351509915,9.50534414407382,True
6.619307548812082,5.83501308094983,8.353521341514229,True
5.5277607729833855,1.1574384076317068,6.2417492909508985,False
5.430055585615793,4.926662266897177,4.868104875667637,True
2.621708713287209,4.4693508946607965,9.458891034978723,False
6.072344529019913,2.0834169156852766,9.731204163017551,False
3.2332395120629553,9.90517093523077,5.322395716836004,True
3.7282056441799547,2.113366590074275,7.144439640338499,False
3.35943359054541,5.918355653536041,5.627422710888473,True
4.127247677993571,8.188898777686028,7.493850629146883,True
8.851963635293309,2.1996628836470142,4.031128943844305,True
4.5824778042251735,2.7409472710941083,1.438372903521088,False
9.289804023948472,7.163003910451499,2.23719184296728,True
9.261710674996335,8.049415808695219,1.1337574886379975,True
8.376031372542542,7.022572494317229,6.845733646458748,True
8.072821285036587,7.171144853465466,3.1564077191815887,True
7.86632527409926,1.5504248532394627,0.556094427443572,True
2.780762806163181,9.56782779515038,8.413709661820404,True
4.568076326575701,6.554636890489556,4.814916433840692,True
0.08084953640718262,2.7368740585086195,2.418383762758242,False
2.7594895496060925,3.738413865404043,8.302134654205151,False
8.570846170931526,4.067278901263393,7.611892441180103,True
3.402103698229668,7.5474582020884275,4.2468116848406865,True
5.169354984230189,9.939517016491608,5.28208384038893,True
1.4510420185458472,3.0956633476869655,5.036733470570351,False
0.7311025086669487,2.9927755724763907,5.584052073163227,False
5.081780470883394,9.582169198855855,3.9026370853880463,True
4.655337171770631,7.854329928532461,8.870853949542067,True
3.161390694578458,0.5888405431586952,3.940523965275168,False
1.78553237865545,0.8508392465688008,3.025148515188776,False
0.8810121513150315,8.572852601841852,2.3953421685404273,True
2.337352352282683,7.160909770315148,3.2434607158643303,True
0.9175865651389092,2.712406948313768,5.187444400792774,False
6.885031342842249,5.305033122071984,7.838434052654739,True
1.5403872777126137,3.326179425875837,3.0385396107211826,False
3.150536294419272,7.007478750687134,9.098685727267739,True
4.8894631208825015,1.2127381222456102,2.2812975648534684,False
7.7413788718484415,4.797318034055564,1.2839506260000044,True
5.389897369328742,7.874500097569469,8.782774162210004,True
9.196997407340724,8.05543034701326,9.209162996211408,True
5.949310633092811,6.203196887187422,6.366375450162548,True
8.967668080875596,9.142276349040058,0.15025150593917513,True
3.4508270107881445,5.927269302947201,9.96755924241344,True
6.82256423122439,4.060625222144475,1.842602330823221,True
8.017065984285736,6.38191308013643,9.70649156622343,True
7.8196875373967565,0.13196058342402894,4.284448362995534,False
8.95234676194637,5.490835088141591,0.6016944481264674,True
4.769423488981371,0.7419985704611864,2.4842129946713043,False
6.344777825391939,0.3150962645612665,2.638554771275141,False
2.085712763916102,1.553562154487087,9.23839730620896,False
3.8601453656630067,2.3750722333710095,2.8832480711297226,False
1.9407948390420526,6.401142049123049,9.577214248403893,False
3.382190448766261,9.132735202135404,2.3576224047805914,True
0.1276441278768614,7.0594402592858385,3.4191514696960357,False
